30;91;16;-40;-85;-7
70;-12;41;-26;94;-10
-2;7;34;82;27;-67
-4;-26;-44;-91;-27;32
-97;49;90;-81;-38;-15
46;-67;-89;7;-67;6
-3;76;-95;-45;-73;91
-24;-82;-4;60;-52;56
70;75;-56;58;-15;-52
-9;-88;-82;-87;87;-94
-30;-32;-69;-35;3;-100
-47;6;-73;-94;73;39
-31;64;-79;63;-86;97
-99;67;-48;95;-54;4
86;-34;84;49;95;71
-73;4;-4;17;71;-79
-34;72;-25;40;-47;29
-87;-69;-23;4;57;35
-6;-74;-64;95;21;-32
53;35;65;-47;-30;-12
-65;53;-92;14;-81;21
69;14;-2;-5;-15;-67
53;-13;67;-36;33;-96
33;34;-16;-3;-19;-78
-42;18;-2;-96;-72;6
-19;70;25;85;57;86
-91;11;41;49;-41;-83
-5;9;-9;-49;-18;-22
9;37;28;-27;-24;9
35;-64;84;55;-92;48
91;-28;-48;-50;-15;15
-1;-83;21;73;-32;-65
-39;88;43;42;4;-11
89;60;-45;-74;-3;30
9;-32;18;-13;-66;35
-18;-46;38;62;76;-58
64;-92;22;-2;55;12
-10;-57;40;78;-14;-47
-89;-100;45;-92;-64;89
-45;-16;46;88;-27;5
57;82;26;77;70;-98
-72;-1;43;32;88;-89
-18;-92;70;54;-37;81
69;81;66;-74;-11;2
38;38;33;-77;58;22
92;0;98;-21;13;-98
30;-6;81;-82;-94;-9
-81;93;-5;-64;91;72
-37;41;83;-22;39;-87
92;-70;-58;3;59;34
-77;88;5;-56;-100;-77
26;37;91;-55;-62;1
94;-63;42;-7;54;52
98;-70;-84;28;-76;44
99;34;15;39;9;69
-21;-84;-93;92;33;-41
-15;94;-84;91;-50;-62
-10;-43;-67;-43;-20;29
15;-91;44;54;41;71
13;-3;-61;28;43;-43
-75;-67;-56;-72;54;4
29;-43;41;-85;41;-40
-61;-12;-45;33;-94;-73
92;45;20;-23;-72;4
-100;-99;64;68;62;40
53;-89;78;59;69;94
-60;55;7;9;86;65
35;-24;-32;57;-28;44
-81;-8;-3;-90;50;-42
46;-87;-33;-46;80;-41
47;74;9;-38;-74;58
32;11;36;29;92;-51
77;-27;14;62;67;65
43;94;-27;-8;-83;10
-92;23;-86;-75;-81;-92
-24;-6;97;33;79;94
-91;-42;43;50;-57;8
31;-61;-59;83;74;-74
45;69;-86;-34;96;46
-64;-86;2;-82;-99;11
-23;87;-76;90;-65;-55
96;-85;-83;12;94;50
-67;-70;-99;23;86;-43
90;-67;3;82;-53;88
-16;60;56;-89;-72;-10
37;-8;76;4;-99;-33
-24;22;47;38;58;90
-73;-49;-77;96;16;-51
-76;-37;-38;38;-53;-27
-76;49;1;52;-29;-95
-12;-20;-36;83;28;64
-100;-75;-64;96;81;-56
35;90;43;-7;-42;-87
-85;-87;-94;22;83;51
67;31;-83;2;-6;-71
39;24;-78;-66;-66;-38
34;86;4;-33;-3;-47
-48;22;45;86;-82;27
66;-58;-27;-16;-47;-8
100;-95;43;-64;3;82
4;-32;-76;32;-77;-33
71;-68;67;-35;62;-43
-80;-25;10;-40;-88;-41
58;-34;-27;-68;36;86
29;46;56;94;-49;20
38;7;-85;78;-27;91
-87;-12;94;21;-21;26
-37;14;-33;84;-73;49
49;-76;-19;-38;48;63
1;17;96;37;-100;71
65;-74;-15;53;62;17
-83;-62;-60;59;-96;-65
31;35;49;50;-73;-79
68;-11;56;-32;34;96
-54;-59;67;-91;-63;62
-13;44;-5;-40;10;31
-81;92;23;-5;-23;-19
-30;-62;85;-63;70;-42
32;40;62;-98;-10;-82
-77;-91;-45;74;-86;80
-77;66;65;-10;3;97
-59;-34;59;61;-5;-71
30;32;37;98;100;-10
-41;-3;-71;50;49;68
-98;-5;90;-90;29;97
-54;21;18;6;-66;78
-88;69;74;-7;97;92
-41;20;91;-88;-53;15
43;-45;-43;79;-65;83
48;-16;8;-8;95;-52
60;12;-88;-87;-29;93
-65;44;36;-50;3;-53
22;7;83;69;59;-17
-95;83;64;-99;5;89
-2;-81;-35;-95;-96;-76
78;-99;75;1;11;90
19;78;-72;85;23;-23
64;-100;70;-80;-12;3
-89;-37;-6;-94;-42;93
39;-32;70;-65;-82;-12
-89;-84;63;-1;-46;23
-4;-7;-28;48;89;-59
78;50;-31;0;57;97
22;49;-67;-65;-44;66
-40;55;-92;-90;36;0
-92;18;85;4;99;95
32;66;-18;-15;53;-81
-30;-46;-88;11;61;-84
-71;3;-37;-59;29;89
42;-58;6;23;-62;94
-11;-75;-41;-72;-56;-13
40;-39;-41;-91;26;-5
19;-29;-49;-19;-89;-16
-46;-10;98;55;-54;63
-58;-98;67;51;-53;91
89;15;-30;72;85;-58
-21;-100;-80;14;45;-8
62;-26;93;-24;-26;78
48;-77;77;-61;-25;45
51;-46;-49;7;69;-51
80;-77;70;97;95;-14
-52;60;9;-53;-11;42
-84;47;46;-76;81;15
-66;-74;-27;50;-92;-55
29;-9;-68;-55;39;-40
0;-46;-3;84;-15;-48
-86;-63;-59;95;-85;-33
52;19;23;69;56;-37
-94;-87;-57;75;73;-51
95;94;-57;73;-84;45
32;44;90;69;-86;-98
-55;19;-35;-30;42;13
-87;-5;-55;13;-80;-10
-21;-25;-75;92;73;-66
1;-60;-42;-43;-37;-73
-27;-33;-49;87;33;-67
-6;31;76;17;-53;-3
93;38;-6;47;-21;-100
-30;14;31;-23;96;-10
-64;-99;-98;-90;27;18
-29;-17;26;89;-80;-13
95;31;81;-23;-39;-13
96;-17;92;49;30;68
-56;24;-9;30;-96;18
-13;-92;13;-76;-10;-81
23;-26;-77;-35;-98;-58
-38;-4;52;-20;42;66
-99;-82;-37;-10;12;-46
17;-45;-31;19;-76;14
-20;-81;-100;-89;17;-45
0;-92;-94;39;-48;-27
-12;-28;33;-34;-99;-70
-11;95;-25;-20;-99;90
14;-28;-98;-67;82;35
-61;17;12;-4;-51;4
-17;-14;6;90;-35;-90
-12;-62;-77;78;-98;-23
-45;65;-72;-43;-90;70
41;-34;77;16;-4;-66
39;-36;-70;33;49;88
-94;70;-26;-42;-92;-2
-51;-3;-97;-86;-45;-63
1;85;-83;0;-65;79
-66;-9;58;76;-42;33
8;-56;-61;-41;-46;77
37;-69;90;0;-70;-20
23;35;7;65;71;20
74;15;14;-31;23;-69
-1;-36;42;92;22;1
66;62;88;-78;-1;56
1;-85;-94;-98;-41;-94
76;-70;67;18;18;40
65;-62;97;-91;77;24
-7;96;-15;43;-92;-50
96;-98;94;90;-84;-86
44;-6;10;-8;-84;76
13;-100;-42;61;23;58
78;-29;20;75;-7;-84
-94;-89;-10;-46;29;37
-31;-24;76;5;-55;-80
90;-69;-19;16;5;-19
56;-92;-77;-48;-19;2
-47;100;3;80;83;-88
0;13;-92;13;29;24
-73;77;42;55;65;15
-56;-42;28;-95;61;20
69;84;96;-75;-94;-16
-46;-75;77;21;-25;36
11;29;-72;-1;-3;-21
-100;34;100;-8;-9;56
-88;-33;-99;-27;-77;-47
8;51;56;-43;-76;48
8;-79;32;81;-89;29
64;20;72;-71;4;-5
-26;-88;-27;21;12;-59
95;83;15;-63;-68;99
98;-34;-18;-57;-76;12
94;11;76;4;-13;49
49;56;-79;-16;-87;-3
94;-19;5;20;-28;-37
-61;-36;-90;37;40;61
30;34;6;-27;93;68
-8;59;96;-4;4;17
-46;91;35;9;-68;-8
-98;-40;50;-16;17;-31
-31;32;-50;24;-22;-31
26;98;-62;19;76;-50
89;-94;-97;66;0;79
-59;79;-99;37;-2;70
36;78;68;71;-10;51
55;34;-40;52;69;79
60;-27;44;-86;93;-74
96;22;-92;-58;-46;51
44;52;-48;42;56;70
-99;76;87;48;-6;25
-81;-48;-67;-22;-8;80
-15;71;-34;4;-56;-85
-68;-10;-88;67;64;-33
-92;-43;-83;25;-14;28
48;-55;-16;-62;-91;-25
-26;28;32;-12;60;9
61;1;-49;94;-30;-46
-6;-40;6;-13;31;-11
80;-17;84;90;-91;88
15;77;90;72;26;50
-17;71;-4;35;-72;-59
45;69;16;62;70;-11
15;30;84;46;-23;-87
-92;34;-14;-16;-93;42
46;-46;-21;34;-20;79
30;23;-39;-30;-89;-84
62;34;62;99;-96;87
85;87;-86;80;-67;45
-64;-10;64;-93;-16;16
-78;82;-4;-57;-99;89
-26;-29;-21;-40;10;-50
-15;50;9;54;74;-63
27;-78;71;-87;-76;-65
-10;74;78;-42;-83;-39
-36;-95;8;35;10;49
-54;-50;97;-32;93;3
-11;51;29;-14;73;-41
-17;-81;49;4;58;-34
-36;-53;61;-78;-74;75
4;-23;-17;-42;-49;3
-50;22;95;-55;35;-2
-5;-8;47;-69;64;-53
7;96;-61;57;99;-36
28;84;-84;9;-92;-40
-36;1;-51;13;-90;-100
-7;-79;15;-21;-38;-61
-69;6;43;95;-13;98
-5;-53;-14;7;-37;-2
85;-35;-96;-29;77;74
-76;76;-17;-47;80;1
-81;-57;21;84;-17;32
-17;-5;-45;33;-2;-15
-60;54;-8;-94;19;9
28;-3;79;-5;40;50
4;-56;-72;80;-38;-94
89;7;76;-77;-44;2
-83;-98;-26;-57;42;-81
-99;47;86;-49;-40;-14
-15;-27;-67;86;14;-48
-76;39;-28;-25;43;39
-30;53;36;76;-46;-20
78;44;-13;-7;97;-33
42;95;77;-38;60;92
31;91;-8;13;-6;-11
19;-23;-15;73;88;-26
-84;-52;-63;-75;-48;56
-39;77;-30;-87;-20;17
16;-59;-22;-79;-27;91
78;11;62;54;-40;-37
99;-54;7;24;-73;30
-66;95;95;80;97;-31
-24;-37;-26;91;-69;-81
-10;-1;61;66;75;-66
-51;-39;-5;38;-47;84
94;26;24;62;-30;27
-67;57;55;-52;-80;46
-30;9;85;-24;-38;-38
-89;-83;-84;8;-66;97
-64;71;54;41;-66;39
87;6;-56;87;78;-32
-94;-69;-96;36;-23;34
-68;16;-86;78;23;-17
84;38;-81;-10;-99;42
11;3;75;70;45;-85
-17;-98;-22;61;95;-26
-20;-30;98;-59;-93;-96
97;-3;-94;-28;-45;-86
-18;-11;-29;62;52;60
10;27;18;98;-58;17
11;-41;-37;43;51;16
-4;-72;80;90;-73;-15
-78;97;36;-8;-98;65
-61;0;91;-45;4;-80
100;53;-63;-74;84;80
97;6;60;-30;-44;-49
46;-21;10;88;-94;-7
-79;73;-38;-23;83;-47
-74;-91;-44;27;-29;-16
-75;21;17;10;-22;0
48;39;56;38;70;-36
100;-1;54;-25;53;-36
-19;-79;-49;-31;46;40
37;-32;-1;-48;-6;-45
45;70;-81;-65;16;-33
2;94;11;-49;-91;-20
89;17;-34;-96;81;57
39;57;17;63;-80;15
-30;1;-21;10;26;-83
-79;100;-59;64;66;60
-43;67;88;81;39;80
-51;-45;88;-74;62;5
-66;-71;-75;-93;63;70
-3;-99;-93;-47;-87;24
69;59;94;-46;79;-29
4;59;-3;45;67;-3
0;9;-20;26;-60;34
-97;87;69;-47;11;-85
-59;31;-85;-30;93;-95
-88;-65;-74;-59;-95;92
39;69;86;-90;-39;6
-24;-6;-46;88;20;41
-93;-63;-29;49;-83;-31
-78;-92;-20;-28;-62;81
21;-28;47;65;5;-9
-50;25;50;45;29;-39
90;4;62;-51;89;-84
-91;-74;-75;-15;49;-95
72;85;0;94;19;51
-29;99;-37;86;-76;31
35;-28;-76;-24;90;38
91;-51;-26;71;4;74
68;1;-6;70;-58;-23
-32;-65;79;47;-18;26
-82;-49;-90;77;-14;-19
-68;33;2;22;43;45
90;-95;63;-42;59;-40
74;-81;-93;-99;5;28
31;-32;86;10;91;-14
57;81;8;-22;-67;70
55;94;24;-73;-86;97
-63;-62;-25;91;100;14
-97;-53;45;-4;49;-22
-3;-30;6;-48;41;17
78;49;-52;-71;-68;-51
17;86;85;-49;61;-57
-88;53;-41;-91;-60;54
58;-16;66;15;47;-46
-76;8;-74;67;-8;5
-98;-19;17;94;34;-25
-10;11;-52;-25;87;96
-14;54;24;-7;62;15
-2;-17;-59;64;52;27
93;21;-48;21;94;65
75;91;-67;-26;-51;-21
-37;-3;-78;4;-48;83
84;9;45;48;32;-86
21;-74;38;77;-98;16
15;1;88;-31;-55;37
-18;13;35;42;-40;96
-5;84;62;51;-95;-16
-15;-43;20;-67;-11;74
-82;75;-74;-39;22;-84
-100;64;-11;-61;-58;18
-9;-13;-72;-21;48;83
-64;-69;32;-85;46;-20
-63;-28;-44;-24;30;-36
-5;-15;78;-54;-4;-83
-79;93;34;52;78;-10
-15;-28;-52;-41;93;34
61;-97;3;-14;22;-35
-60;72;-79;25;-29;-89
-92;-15;71;-36;34;-31
-70;82;28;100;-53;-56
81;-41;-52;25;55;66
43;40;62;82;-41;-98
-34;-66;-66;-52;44;30
-79;11;-59;56;-96;-97
67;54;7;40;-80;-51
-62;-37;5;91;-69;-87
-88;71;97;19;-58;90
87;-65;36;53;11;-55
58;45;60;-66;31;-50
2;15;86;73;-38;-64
-28;41;58;0;7;-32
74;-46;91;41;-28;90
-68;-63;-72;-73;-91;2
-97;100;-69;-13;16;99
10;-37;53;5;84;-34
-68;-90;78;-75;16;10
-71;39;63;23;-99;-95
-16;64;-25;-41;12;69
-32;74;-45;-44;-50;-74
7;22;4;28;-40;59
-49;36;-36;-9;46;-78
68;98;-43;76;-37;-33
-37;30;81;73;75;23
-95;83;-47;43;25;73
-40;74;-70;-77;-24;4
-65;5;-51;45;-60;13
-19;-68;-72;-60;-17;48
-89;-40;-24;-86;63;19
-98;-66;32;-84;80;75
-59;18;-84;35;25;-100
57;79;-83;59;33;81
96;-69;-25;60;-82;-53
20;-45;18;-45;-95;53
-93;36;3;-10;-74;100
-30;47;2;-62;0;69
-44;-41;-63;-91;-91;-38
-70;-99;-45;-59;45;54
51;32;32;-65;91;40
-55;-84;-1;20;-96;-79
-94;51;-43;-88;54;77
51;-13;-91;40;-61;-30
17;-42;32;-40;69;-67
72;-5;94;-35;26;49
-22;-3;-79;-93;-13;3
-69;-5;41;-12;-67;-60
79;54;-6;-85;2;-8
88;-37;43;-45;83;62
-88;-57;-31;-1;8;65
-66;-91;83;18;56;-87
24;14;61;88;-42;-88
-82;-56;-4;1;93;87
-23;10;-86;-46;52;-98
-45;-99;-48;-100;-59;99
43;14;-52;-45;51;-44
-72;97;90;-57;-36;68
-12;-14;25;-10;60;-62
-71;-62;-88;-4;53;-72
-22;28;14;39;-62;68
88;-47;3;-65;93;25
23;-18;-95;-37;-76;-14
-50;62;-67;-11;-68;-74
18;96;40;73;4;-30
-36;20;55;-14;-36;5
13;98;-12;34;-65;-62
49;84;-97;-21;40;3
-57;30;51;-68;-48;-72
-72;-19;59;17;85;-58
3;44;47;-59;62;35
-61;43;80;-49;52;17
80;-99;-17;55;31;92
-8;81;4;43;-34;68
-89;54;-68;-85;-24;79
36;0;-13;-5;23;64
-87;33;-23;-36;51;-28
90;-31;-16;-73;-19;64
33;31;-84;83;22;-72
-60;-8;18;-15;14;-65
-1;87;-38;49;-61;-13
-68;-11;15;-45;-19;62
-64;2;38;-91;-5;-71
41;79;58;90;17;-58
-17;59;34;20;-79;65
-75;97;63;85;-72;-5
-55;-73;70;60;-32;87
-100;-32;56;-68;-93;79
-16;58;42;22;68;84
36;33;-7;77;-21;-28
83;-59;61;-73;49;53
-93;52;41;38;15;-59
-82;-51;-71;-90;16;-4
-30;57;-46;45;83;67
-69;-81;85;96;-85;23
-47;90;34;39;-84;-4
-73;89;70;-65;-90;-28
55;-10;-73;-53;-31;85
29;47;-23;16;9;65
21;-48;-83;-46;40;6
-40;41;-53;32;37;-5
-96;-17;13;86;-31;54
-91;99;11;-9;84;-5
-47;-3;23;70;-25;-17
-19;24;6;-54;42;-49
-2;-79;21;58;-22;-10
-98;100;94;42;-16;-10
60;28;78;-27;-23;58
65;-100;12;64;-88;-25
-37;95;69;-75;66;46
-50;-51;-38;30;-73;28
44;2;8;-63;17;100
-41;39;78;82;31;78
77;-43;34;-69;70;-23
-96;-39;-68;81;-32;81
-48;-80;-39;-13;-43;99
65;28;57;-91;-59;27
2;-2;-33;-33;-79;83
30;-78;-12;-81;-85;27
89;-47;20;14;-5;-20
86;-7;-76;34;43;-62
13;-47;89;36;-65;-47
-26;-37;54;22;-47;83
-73;64;97;74;35;-44
-43;-74;-55;52;0;-83
-34;-65;-93;-10;-93;95
76;-4;-2;4;35;84
23;28;55;13;29;-82
88;-87;92;65;5;15
67;-86;-13;-30;-18;-42
52;38;39;69;36;-73
-75;-91;17;-76;98;-97
25;-16;-44;-16;-90;70
-100;-73;1;94;24;5
-30;-41;13;18;82;-64
43;-5;78;51;20;-49
98;-92;73;-33;-63;26
4;-51;83;-56;44;-36
-52;-89;-32;61;-64;22
-89;-51;18;-52;-9;-53
-28;66;-40;44;-38;13
41;-94;26;77;92;-49
68;29;82;77;51;-57
88;-92;-74;0;49;-45
85;10;92;-78;-92;81
-56;-44;-29;26;-85;53
-10;64;-91;14;-52;-5
80;-81;-1;36;2;-99
-12;-8;-89;-17;2;37
31;-75;-34;-86;79;61
-59;-57;-89;44;-76;79
69;-83;-68;52;100;-37
14;73;-28;7;33;32
20;96;-27;-77;83;-18
-25;28;-50;57;-75;-72
-90;-63;-21;6;-5;-74
-5;51;-58;17;-82;-98
19;50;-6;-71;84;-82
23;-10;50;-87;-40;-86
-57;15;82;-57;-23;45
-28;17;64;2;47;29
76;34;-3;22;-71;-8
19;-33;2;65;-63;94
-49;-76;-98;-56;12;76
64;68;82;57;66;94
48;29;15;-24;-28;74
46;-21;-48;0;38;-98
73;99;23;97;-43;46
-86;28;-83;-84;-43;80
-12;-54;-1;71;-4;-75
-26;39;97;-7;-67;-54
-18;-15;-53;76;44;43
-25;76;11;20;-97;5
56;23;-95;-16;-22;70
17;17;65;0;99;82
26;-75;95;-89;-23;52
-56;-47;-68;-15;-98;-10
-99;-21;-27;99;77;-14
61;11;-42;-51;9;-79
58;30;-1;-82;52;36
40;51;47;-55;-4;78
5;81;-73;-78;5;-89
96;-26;-33;80;100;-41
45;11;46;49;95;-17
-18;7;-38;79;-8;6
50;33;35;20;-100;97
80;-65;-80;-98;-33;9
-53;74;-33;-53;-90;-47
62;-79;-32;78;-7;51
40;74;24;28;-10;37
55;78;54;51;84;87
83;-11;78;-55;-24;31
-77;-12;-97;78;-6;5
15;-7;-36;-49;-84;55
30;42;-1;-86;-35;18
69;-31;-41;41;88;-83
26;73;-70;18;26;1
50;-21;-71;61;34;89
3;13;-71;66;-57;1
42;13;18;25;68;77
87;53;9;66;-56;59
31;-36;-81;-37;-4;-88
-28;38;41;-96;65;87
63;-54;6;-90;59;-61
49;-65;-20;-85;-21;97
13;83;25;-1;18;8
-22;8;-35;-81;21;-25
20;-69;-65;-30;-100;-79
-8;-28;96;-51;4;62
16;84;38;-49;26;87
34;18;-91;-84;-21;56
-84;-7;-90;-33;-73;50
-48;1;71;-26;46;-45
-85;76;79;93;4;-6
-14;52;-37;32;-66;25
95;-26;54;-28;60;8
31;-81;-61;-87;-30;-22
-82;-36;8;14;65;-14
-77;-21;32;80;100;-45
-26;93;-100;88;-46;-99
28;-60;-91;-8;-49;-41
57;-47;47;-79;82;30
-29;-94;22;13;-40;-36
-6;86;-79;-63;66;4
-36;-80;-67;-53;-50;22
-19;-3;16;91;32;-100
-48;7;35;-14;-43;-29
34;-40;-15;42;1;73
-57;29;-13;-93;79;-41
-62;11;-48;64;-97;-32
-12;64;-68;36;68;25
82;-51;-14;24;-80;38
89;-84;-77;-91;-99;83
-26;-91;9;-33;-27;79
-15;-100;46;10;-68;-73
46;-10;-50;99;26;1
78;-50;-78;-16;-27;59
-62;90;-18;-15;-22;49
-74;-14;64;75;-22;62
85;28;-33;-91;70;41
28;-28;15;-28;-26;12
81;-33;-8;99;85;-93
96;13;38;15;10;42
-41;-13;75;72;-76;61
-84;-76;-75;-34;-57;1
-21;-78;91;-33;-89;-90
12;-11;-62;38;-1;-58
-58;5;43;-37;95;-20
67;3;86;32;96;-23
99;-78;47;6;27;-65
-6;46;22;-71;26;-31
-50;66;-19;75;-76;36
-96;2;55;47;-6;-11
47;-12;-43;-33;25;-18
37;-6;-97;-15;84;-43
-45;-71;60;80;-81;20
21;-89;-58;-44;81;19
-9;57;-82;72;65;39
-68;-65;37;-28;-31;-42
-47;14;25;35;-77;-29
12;-85;69;-30;-89;24
63;96;65;-56;43;31
6;-43;-49;81;-36;87
-35;-79;48;-50;67;48
-84;74;-53;-59;22;-24
96;24;94;-37;-96;-1
-13;21;-26;63;76;76
-100;-50;29;-4;-6;-58
-30;11;34;7;75;10
-31;9;-88;-90;81;31
-4;20;-100;29;-10;-23
98;88;-19;-56;27;86
7;-35;-85;-27;-62;35
25;38;73;-25;18;73
-12;12;-68;-5;-24;-84
73;33;34;72;26;61
-2;-20;44;-77;-23;90
-19;-37;33;72;-31;99
-44;-50;44;-25;-98;32
80;14;-41;-32;23;-95
80;37;88;-51;86;-32
-47;-25;-86;-24;97;1
36;93;68;37;2;73
50;5;-80;-64;11;50
21;-80;-64;52;24;38
-23;-67;2;25;29;39
-2;-89;29;-14;44;-7
65;48;100;27;-94;11
81;98;-18;-69;77;-44
-4;26;-66;-12;-17;10
75;84;42;13;-72;-36
91;-58;25;-43;49;17
-41;-88;99;-60;67;-99
10;39;58;-10;19;-39
-32;-17;-33;-33;-13;63
13;-43;18;3;30;6
31;90;-78;-61;-57;10
69;-77;-46;-15;76;-10
-62;-82;-30;96;29;89
95;97;-55;-32;-83;21
65;47;96;85;-6;33
-23;18;18;-18;42;-33
40;-100;-39;70;-4;99
-84;18;46;-10;48;-59
7;47;-5;-4;72;-6
56;-95;27;19;74;34
-83;-12;11;81;87;50
88;55;-100;-93;-47;61
61;-25;-19;36;8;-81
17;30;96;-59;51;100
15;36;92;-99;-79;19
3;-16;22;-62;47;91
-34;-98;-99;16;-45;67
45;-46;-41;67;-23;55
-11;-34;-78;-42;-100;19
26;-80;53;-65;-91;-30
-67;23;-57;96;2;-77
-44;35;-72;56;-97;14
56;4;-37;69;-48;0
25;-98;-80;-7;-98;46
10;76;56;79;44;-5
-63;57;66;66;28;-81
-10;-37;86;74;52;-99
-51;61;-100;61;24;0
-78;10;28;-2;-63;-64
-91;41;-74;6;100;-84
0;41;-74;75;-12;61
75;21;-22;-83;-55;10
-96;-24;-75;-47;-18;-39
56;-10;63;-27;-17;49
-52;-62;81;55;82;-30
-36;2;-51;24;-18;-78
-17;-54;-30;-34;27;-79
56;17;-98;45;-7;-57
-2;-28;66;-41;-35;-25
-43;-20;86;96;47;79
66;-1;-63;56;-56;-81
-76;24;-81;70;9;-86
16;-91;-48;-37;6;10
-14;-86;17;-84;-16;18
66;-69;-87;86;95;96
94;-82;-37;-20;-21;-42
9;-2;-42;-20;18;16
-84;65;-78;-69;63;-35
-52;-35;-92;-85;45;-56
98;-37;-55;-3;-14;-36
-22;-49;43;34;85;55
-55;55;-44;41;-52;-93
-59;73;-20;8;36;41
-93;-86;66;-26;19;-33
-43;-81;54;77;40;94
-36;-77;-60;24;7;69
-50;-81;33;53;9;58
-92;56;-88;97;64;-100
40;-78;-47;68;85;-71
-21;68;-100;44;7;24
-49;34;-39;97;-59;32
-31;86;-70;-2;17;-22
-58;-66;3;-43;95;-78
17;-89;63;-11;-16;-41
71;-48;26;73;-16;-65
-27;65;-75;19;74;-5
-86;-52;82;22;-43;59
92;40;79;-37;40;25
97;-18;-54;46;-49;73
58;35;28;-77;10;59
70;87;-55;71;92;84
50;31;-32;99;89;-55
81;-71;-26;-16;-88;-100
83;-74;-23;-18;-20;-100
-89;41;-10;-4;-70;-8
18;-28;-85;72;0;-80
-36;-86;-13;95;-12;-90
-91;77;92;37;52;-62
56;-31;12;-97;60;-40
-71;90;42;78;61;-35
44;-66;74;-78;-93;89
12;-74;65;-36;16;-32
21;-41;55;-77;92;53
49;-91;99;-48;-51;-5
69;-39;88;55;11;39
-52;-4;-99;70;-29;53
28;68;45;34;-54;-26
15;-10;-54;-95;23;-9
-94;-18;83;-2;73;79
8;18;-55;-19;-99;57
-59;74;-4;-63;-1;48
48;63;-36;23;75;-71
-33;-99;63;-10;95;-58
